Rank	Name	basename	Genre	ESRB_Rating	Platform	Publisher	Developer	VGChartz_Score	Critic_Score	User_Score	Total_Shipped	Global_Sales	NA_Sales	PAL_Sales	JP_Sales	Other_Sales	Year	Last_Update	url	status	Vgchartzscore	img_url
53638	fault - SILENCE THE PEDANT	fault-silence-the-pedant	Visual Novel		PC	Unknown	ALICE IN DISSONANCE										2015.0	04th Apr 19	http://www.vgchartz.com/game/224238/fault-silence-the-pedant/?region=All	1		/games/boxart/full_8134768AmericaFrontccc.jpg
53642	FIFA 19	fifa-19	Sports	E	PC	Electronic Arts	EA Sports										2018.0	12th Sep 18	http://www.vgchartz.com/game/222766/fifa-19/?region=All	1		/games/boxart/full_274255AmericaFrontccc.jpg
53644	Fighting EX Layer	fighting-ex-layer	Fighting		PC	Unknown	Arika										2018.0	26th Mar 19	http://www.vgchartz.com/game/224125/fighting-ex-layer/?region=All	1		/games/boxart/default.jpg
53664	Final Fantasy XV Pocket Edition	final-fantasy-xv-pocket-edition	Role-Playing		PC	Square Enix	Square Enix										2018.0	18th Dec 18	http://www.vgchartz.com/game/223212/final-fantasy-xv-pocket-edition/?region=All	1		/games/boxart/full_978004AmericaFrontccc.jpg
53668	Finding Paradise	finding-paradise	Adventure		PC	Freebird Games	Freebird Games										2017.0	17th Jan 18	http://www.vgchartz.com/game/220837/finding-paradise/?region=All	1		/games/boxart/full_2603382AmericaFrontccc.jpeg
53672	Fire Pro Wrestling World	fire-pro-wrestling-world	Fighting		PC	Spike Chunsoft	Spike Chunsoft										2017.0	29th Mar 18	http://www.vgchartz.com/game/221675/fire-pro-wrestling-world/?region=All	1		/games/boxart/full_3942575AmericaFrontccc.jpg
53674	Fishing Sim World	fishing-sim-world	Simulation	E	PC	Dovetail Games	Dovetail Games										2018.0	02nd Aug 18	http://www.vgchartz.com/game/222428/fishing-sim-world/?region=All	1		/games/boxart/full_9942097AmericaFrontccc.jpg
53676	Five Nights at Freddy's: Sister Location	five-nights-at-freddys-sister-location	Simulation		PC	Scott Cawthon	Scott Cawthon										2016.0	28th Mar 18	http://www.vgchartz.com/game/221662/five-nights-at-freddys-sister-location/?region=All	1		/games/boxart/full_1092911AmericaFrontccc.jpg
53679	Five Nights at Freddy's VR: Help Wanted	five-nights-at-freddys-vr-help-wanted	Simulation		PC	Unknown	Scott Cawthon										2016.0	26th Mar 19	http://www.vgchartz.com/game/224127/five-nights-at-freddys-vr-help-wanted/?region=All	1		/games/boxart/default.jpg
53686	Floral Flowlove	floral-flowlove	Visual Novel		PC	Entergram	Entergram										2018.0	26th Sep 18	http://www.vgchartz.com/game/222901/floral-flowlove/?region=All	1		/games/boxart/full_4216381JapanFrontccc.jpg
53696	Force of Nature	force-of-nature	Strategy		PC	Unknown	A.Y.std										2017.0	29th Mar 19	http://www.vgchartz.com/game/224506/force-of-nature/?region=All	1		/games/boxart/default.jpg
53704	Forza Horizon 4	forza-horizon-4	Racing		PC	Microsoft Studios	Playground Games		10.0								2018.0	11th Jun 18	http://www.vgchartz.com/game/222116/forza-horizon-4/?region=All	1		/games/boxart/full_4160452AmericaFrontccc.jpeg
53706	FOX n FORESTS	fox-n-forests	Platform		PC	EuroVideo Medien	Bonus Level Entertainment			9.5							2018.0	10th Sep 18	http://www.vgchartz.com/game/221986/fox-n-forests/?region=All	1		/games/boxart/full_9945465AmericaFrontccc.jpg
53712	Freddy Fazbear's Pizzeria Simulator	freddy-fazbears-pizzeria-simulator	Simulation		PC	Scott Cawthon	Scott Cawthon										2017.0	30th Mar 18	http://www.vgchartz.com/game/221710/freddy-fazbears-pizzeria-simulator/?region=All	1		/games/boxart/default.jpg
53719	Freedom Planet 2	freedom-planet-2	Action	RP	PC	GalaxyTrail Games	GalaxyTrail Games										2019.0	10th Apr 19	http://www.vgchartz.com/game/224679/freedom-planet-2/?region=All	1		/games/boxart/full_8666330AmericaFrontccc.jpg
53730	Fuga	fuga	Strategy		PC	Unknown	CyberConnect2										2017.0	19th Jul 18	http://www.vgchartz.com/game/222371/fuga/?region=All	1		/games/boxart/default.jpg
53736	Gal Gun: Double Peace	gal-gun-double-peace	Shooter		PC	PQube	Inti Creates										2016.0	28th Apr 18	http://www.vgchartz.com/game/221936/gal-gun-double-peace/?region=All	1		/games/boxart/default.jpg
53748	Games of Glory	games-of-glory	Shooter		PC	Unknown	Lightbulb Crew										2018.0	29th Mar 19	http://www.vgchartz.com/game/224372/games-of-glory/?region=All	1		/games/boxart/default.jpg
53749	Gang Beasts	gang-beasts	Fighting		PC	Double Fine Presents	Boneloaf		6.0								2017.0	21st Jan 18	http://www.vgchartz.com/game/220864/gang-beasts/?region=All	1		/games/boxart/full_5328719AmericaFrontccc.png
53751	Garden Rescue	garden-rescue	Strategy		PC	Rainbow Games	Rainbow Games										2015.0	08th Apr 19	http://www.vgchartz.com/game/224318/garden-rescue/?region=All	1		/games/boxart/full_2942811AmericaFrontccc.jpg
53752	GASP	gasp	Simulation		PC	Dark Day Interactive	Dark Day Interactive										2015.0	26th Mar 19	http://www.vgchartz.com/game/224150/gasp/?region=All	1		/games/boxart/full_5666074AmericaFrontccc.jpg
53754	Gears of War 4	gears-of-war-4	Shooter		PC	Microsoft Studios	The Coalition										2016.0	14th Mar 18	http://www.vgchartz.com/game/220282/gears-of-war-4/?region=All	1		/games/boxart/full_9783488AmericaFrontccc.jpeg
53755	Gears of War 5	gears-of-war-5	Shooter	M	PC	Microsoft Studios	The Coalition										2019.0	10th Apr 19	http://www.vgchartz.com/game/222113/gears-of-war-5/?region=All	1		/games/boxart/full_5562619AmericaFrontccc.jpg
53757	Gears of War: Ultimate Edition for Windows 10	gears-of-war-ultimate-edition-for-windows-10	Shooter		PC	Microsoft Studios	The Coalition										2016.0	01st Oct 18	http://www.vgchartz.com/game/222578/gears-of-war-ultimate-edition-for-windows-10/?region=All	1		/games/boxart/full_8760960AmericaFrontccc.jpeg
53762	Generation Zero	generation-zero	Shooter		PC	THQ Nordic	Avalanche Studios										2019.0	15th Mar 19	http://www.vgchartz.com/game/223850/generation-zero/?region=All	1		/games/boxart/full_2018012AmericaFrontccc.jpg
53765	Genesis Alpha One	genesis-alpha-one	Action	RP	PC	Team17 Digital Ltd	Radiation Blue										2019.0	02nd Aug 18	http://www.vgchartz.com/game/222427/genesis-alpha-one/?region=All	1		/games/boxart/full_5887216AmericaFrontccc.jpg
53767	Ghost 1.0	ghost-10	Misc		PC	@unepic_fran	@unepic_fran										2016.0	11th Jan 18	http://www.vgchartz.com/game/220627/ghost-10/?region=All	1		/games/boxart/full_7275584PALFrontccc.jpg
53769	Ghost Parade	ghost-parade	Platform		PC	Unknown	Aksys Games										2019.0	08th Jul 18	http://www.vgchartz.com/game/222325/ghost-parade/?region=All	1		/games/boxart/default.jpg
53778	God Eater 3	god-eater-3	Role-Playing	T	PC	Bandai Namco Entertainment	Bandai Namco Studios										2019.0	19th Dec 18	http://www.vgchartz.com/game/221673/god-eater-3/?region=All	1		/games/boxart/full_877364AmericaFrontccc.jpg
53781	Golden Rush	golden-rush	Action		PC	Unknown	Forbes Consult Ltd										2019.0	29th Mar 19	http://www.vgchartz.com/game/224375/golden-rush/?region=All	1		/games/boxart/default.jpg
53794	Gravel	gravel	Racing		PC	Milestone S.r.l.	Milestone S.r.l										2018.0	13th Jan 18	http://www.vgchartz.com/game/220670/gravel/?region=All	1		/games/boxart/full_2468449PALFrontccc.jpg
53799	GRIP: Combat Racing	grip-combat-racing	Racing		PC	U&I Entertainment	Caged Element										2018.0	11th Sep 18	http://www.vgchartz.com/game/221669/grip-combat-racing/?region=All	1		/games/boxart/full_676570AmericaFrontccc.jpg
53811	GUILTY GEAR Xrd -SIGN-	guilty-gear-xrd-sign-	Fighting		PC	Unknown	Arc System Works										2019.0	29th Mar 19	http://www.vgchartz.com/game/224398/guilty-gear-xrd-sign-/?region=All	1		/games/boxart/default.jpg
53816	Guncraft	guncraft	Shooter		PC	Unknown	Exato Games Studio										2017.0	29th Mar 19	http://www.vgchartz.com/game/224347/guncraft/?region=All	1		/games/boxart/default.jpg
53820	Gunman Clive	gunman-clive	Action		PC	Horberg Productions	Horberg Productions										2014.0	12th Apr 18	http://www.vgchartz.com/game/221849/gunman-clive/?region=All	1		/games/boxart/full_1217151AmericaFrontccc.jpg
53822	Gunman Clive 2	gunman-clive-2	Action		PC	Horberg Productions	Horberg Productions										2015.0	12th Apr 18	http://www.vgchartz.com/game/221850/gunman-clive-2/?region=All	1		/games/boxart/full_9458480AmericaFrontccc.jpg
53826	GUNS UP!	guns-up	Strategy		PC	PlayStation Mobile Inc.	Valkyrie Entertainment										2017.0	14th Sep 18	http://www.vgchartz.com/game/220300/guns-up/?region=All	1		/games/boxart/full_2646778AmericaFrontccc.jpg
53827	Guns, Gore & Cannoli	" gore & cannoli"""	Action		PC	Crazy Monkey	Crazy Monkey Studios										2015.0	12th Mar 18	http://www.vgchartz.com/game/221312/guns-gore-amp-cannoli/?region=All	1		/games/boxart/full_9803542AmericaFrontccc.png
53829	Guns, Gore & Cannoli 2	"gore & cannoli 2"""	Action		PC	Crazy Monkey	Crazy Monkey Studios										2018.0	12th Mar 18	http://www.vgchartz.com/game/221313/guns-gore-amp-cannoli-2/?region=All	1		/games/boxart/full_7792494AmericaFrontccc.jpg
53830	Gwent: The Witcher Card Game	gwent-the-witcher-card-game	Misc	T	PC	CD Projekt Red Studio	CD Projekt Red Studio										2018.0	19th Dec 18	http://www.vgchartz.com/game/223241/gwent-the-witcher-card-game/?region=All	1		/games/boxart/full_1454665AmericaFrontccc.jpg
53839	Halo Infinite	halo-infinite	Shooter		PC	Microsoft Studios	343 Industries										2019.0	12th Aug 18	http://www.vgchartz.com/game/222602/halo-infinite/?region=All	1		/games/boxart/full_2353606AmericaFrontccc.jpg
53840	Halo Wars: Definitive Edition	halo-wars-definitive-edition	Strategy		PC	Microsoft Studios	Behaviour Interactive										2017.0	02nd Oct 18	http://www.vgchartz.com/game/220252/halo-wars-definitive-edition/?region=All	1		/games/boxart/full_512533AmericaFrontccc.jpeg
53855	Haydee	haydee	Platform		PC	Unknown	Haydee Interactive										2015.0	29th Mar 19	http://www.vgchartz.com/game/224457/haydee/?region=All	1		/games/boxart/default.jpg
53858	Heartbound	heartbound	Adventure		PC	Pirate Software	Pirate Software										2018.0	24th Feb 19	http://www.vgchartz.com/game/223720/heartbound/?region=All	1		/games/boxart/full_6072498AmericaFrontccc.jpg
53859	Heaven Forest - VR MMO	heaven-forest-vr-mmo	MMO		PC	Chubby Pixel	Fabio Ferrara										2016.0	08th Apr 19	http://www.vgchartz.com/game/224331/heaven-forest-vr-mmo/?region=All	1		/games/boxart/full_4767303AmericaFrontccc.jpg
53861	Heckabomb	heckabomb	Shooter		PC	Unknown	Allicorn Games										2016.0	29th Mar 19	http://www.vgchartz.com/game/224517/heckabomb/?region=All	1		/games/boxart/default.jpg
53864	Helmet Heroes	helmet-heroes	Adventure		PC	Helmet Games	Helmet Games										2016.0	08th Apr 19	http://www.vgchartz.com/game/224323/helmet-heroes/?region=All	1		/games/boxart/full_4300418AmericaFrontccc.jpg
53870	Hero of the Kingdom	hero-of-the-kingdom	Role-Playing		PC	Unknown	Lonely Troops										2018.0	29th Mar 19	http://www.vgchartz.com/game/224435/hero-of-the-kingdom/?region=All	1		/games/boxart/default.jpg
53873	Heroes of SoulCraft - Arcade MOBA	heroes-of-soulcraft-arcade-moba	Action		PC	Unknown	MobileBits GmbH										2018.0	29th Mar 19	http://www.vgchartz.com/game/224475/heroes-of-soulcraft-arcade-moba/?region=All	1		/games/boxart/default.jpg
53875	Heroes of the Storm	heroes-of-the-storm	Action		PC	Unknown	Blizzard Entertainment										2017.0	28th Jan 19	http://www.vgchartz.com/game/223370/heroes-of-the-storm/?region=All	1		/games/boxart/default.jpg
53877	Hexcells Plus	hexcells-plus	Puzzle		PC	Unknown	Matthew Brown										2017.0	17th Mar 19	http://www.vgchartz.com/game/223878/hexcells-plus/?region=All	1		/games/boxart/default.jpg
53880	HIS (Heroes In the Sky)	his-heroes-in-the-sky	Simulation		PC	GameUS Inc.	GameUS Inc.										2015.0	01st Apr 19	http://www.vgchartz.com/game/224196/his-heroes-in-the-sky/?region=All	1		/games/boxart/full_5399776AmericaFrontccc.jpg
53881	Hitman 2	hitman-2	Action-Adventure	M	PC	Warner Bros. Interactive Entertainment	IO Interactive										2018.0	22nd Nov 18	http://www.vgchartz.com/game/222093/hitman-2/?region=All	1		/games/boxart/full_8467212AmericaFrontccc.png
53890	Holyday City: Reloaded	holyday-city-reloaded	Simulation		PC	Holyday Studios	Holyday Studios										2017.0	01st Apr 19	http://www.vgchartz.com/game/224203/holyday-city-reloaded/?region=All	1		/games/boxart/full_7392960AmericaFrontccc.jpg
53891	Home Sweet Home (2017)	home-sweet-home-2017	Adventure		PC	YGGDRAZIL GROUP CO.,LTD	YGGDRAZIL GROUP CO.,LTD										2017.0	07th Aug 18	http://www.vgchartz.com/game/222518/home-sweet-home-2017/?region=All	1		/games/boxart/full_3900851AmericaFrontccc.jpg
53893	Honey Select	honey-select	Misc		PC	Unknown	Illusion										2018.0	18th Dec 17	http://www.vgchartz.com/game/220155/honey-select/?region=All	1		/games/boxart/full_4967278JapanFrontccc.jpg
53896	Horizon Chase Turbo	horizon-chase-turbo	Racing		PC	AQUIRIS	Aquiris Game Studio										2018.0	08th Mar 19	http://www.vgchartz.com/game/223798/horizon-chase-turbo/?region=All	1		/games/boxart/full_5647913AmericaFrontccc.jpg
53898	Horizon Shift	horizon-shift	Shooter		PC	Unknown	Flump Studios										2018.0	29th Mar 19	http://www.vgchartz.com/game/224421/horizon-shift/?region=All	1		/games/boxart/default.jpg
53899	Horror Hospital	horror-hospital	Misc		PC	Unknown	KNP										2018.0	29th Mar 19	http://www.vgchartz.com/game/224455/horror-hospital/?region=All	1		/games/boxart/default.jpg
53908	Humanity Asset	humanity-asset	Platform		PC	Unknown	Browny Application										2017.0	19th Mar 19	http://www.vgchartz.com/game/223897/humanity-asset/?region=All	1		/games/boxart/default.jpg
53912	Hyperdimension Neptunia Re;Birth2 Sisters Generation	hyperdimension-neptunia-rebirth2-sisters-generation	Role-Playing		PC	Unknown	Idea Factory										2018.0	29th Mar 19	http://www.vgchartz.com/game/224244/hyperdimension-neptunia-rebirth2-sisters-generation/?region=All	1		/games/boxart/default.jpg
53920	Iconoclasts	iconoclasts	Action-Adventure		PC	Bifrost Entertainment	Joakim Sandberg		9.5								2018.0	23rd Jan 18	http://www.vgchartz.com/game/220881/iconoclasts/?region=All	1		/games/boxart/full_8772094AmericaFrontccc.jpg
53921	If My Heart Had Wings	if-my-heart-had-wings	Visual Novel		PC	Unknown	MoeNovel										2018.0	29th Mar 19	http://www.vgchartz.com/game/224352/if-my-heart-had-wings/?region=All	1		/games/boxart/default.jpg
53922	If My Heart Had Wings -Flight Diary-	if-my-heart-had-wings-flight-diary-	Visual Novel		PC	Unknown	MoeNovel										2018.0	29th Mar 19	http://www.vgchartz.com/game/224353/if-my-heart-had-wings-flight-diary-/?region=All	1		/games/boxart/default.jpg
53927	Immortal Redneck	immortal-redneck	Shooter		PC	CremaGames	CremaGames										2017.0	07th Mar 18	http://www.vgchartz.com/game/221253/immortal-redneck/?region=All	1		/games/boxart/full_4003605AmericaFrontccc.jpg
53929	Immortal Unchained	immortal-unchained	Role-Playing		PC	Unknown	Toadman Interactive										2018.0	20th Apr 18	http://www.vgchartz.com/game/221901/immortal-unchained/?region=All	1		/games/boxart/full_7753324AmericaFrontccc.jpg
53930	Imperator: Rome	imperator-rome	Strategy		PC	Paradox Interactive	Paradox Development										2019.0	31st Mar 19	http://www.vgchartz.com/game/224580/imperator-rome/?region=All	1		/games/boxart/full_4479610AmericaFrontccc.jpg
53932	IMSCARED	imscared	Puzzle		PC	Ivan Zanotti's MyMadness Works	Ivan Zanotti's MyMadness Works										2016.0	12th Jan 18	http://www.vgchartz.com/game/220668/imscared/?region=All	1		/games/boxart/full_4957741AmericaFrontccc.jpg
53935	Inferno Climber	inferno-climber	Action	T	PC	Arc System Works	Arc System Works										2016.0	23rd Mar 19	http://www.vgchartz.com/game/224049/inferno-climber/?region=All	1		/games/boxart/full_111919AmericaFrontccc.jpg
53941	Infinite Minigolf	infinite-minigolf	Sports	E	PC	Zen Studios	Zen Studios										2017.0	20th Jan 18	http://www.vgchartz.com/game/220856/infinite-minigolf/?region=All	1		/games/boxart/full_3592940AmericaFrontccc.jpg
53947	Injustice 2	injustice-2	Fighting		PC	Unknown	NetherRealm Studios										2016.0	29th Mar 19	http://www.vgchartz.com/game/224368/injustice-2/?region=All	1		/games/boxart/default.jpg
53949	InnerSpace	innerspace	Adventure		PC	Aspyr	PolyKnight Games										2018.0	27th Feb 18	http://www.vgchartz.com/game/221170/innerspace/?region=All	1		/games/boxart/full_9682432AmericaFrontccc.jpg
53954	Insurgency: Sandstorm	insurgency-sandstorm	Shooter		PC	Focus Home Interactive	New World Interactive										2018.0	12th Dec 18	http://www.vgchartz.com/game/223158/insurgency-sandstorm/?region=All	1	8.0	/games/boxart/full_8404502AmericaFrontccc.jpg
53957	Into the Breach	into-the-breach	Strategy		PC	Subset Games	Subset Games										2018.0	10th Mar 18	http://www.vgchartz.com/game/221288/into-the-breach/?region=All	1	8.0	/games/boxart/full_4169715AmericaFrontccc.jpg
53971	Irony Curtain: From Matryoshka	irony-curtain-from-matryoshka	Visual Novel		PC	Unknown	Artifex Mundi										2017.0	25th Jul 18	http://www.vgchartz.com/game/222401/irony-curtain-from-matryoshka/?region=All	1		/games/boxart/default.jpg
53978	Ittle Dew 2	ittle-dew-2	Action-Adventure		PC	Nicalis	Ludosity Interactive										2016.0	16th Feb 19	http://www.vgchartz.com/game/223615/ittle-dew-2/?region=All	1		/games/boxart/default.jpg
53981	Jagged Alliance: Rage!	jagged-alliance-rage	Strategy		PC	HandyGames	Cliffhanger Productions										2018.0	11th Sep 18	http://www.vgchartz.com/game/222764/jagged-alliance-rage/?region=All	1		/games/boxart/full_6939985PALFrontccc.jpg
53987	Jigoku Kisetsukan: Sense of the Seasons	jigoku-kisetsukan-sense-of-the-seasons	Action		PC	Emad	Emad										2015.0	04th Apr 19	http://www.vgchartz.com/game/224232/jigoku-kisetsukan-sense-of-the-seasons/?region=All	1		/games/boxart/full_3634161AmericaFrontccc.jpg
53993	Joggernauts	joggernauts	Platform		PC	Unknown	Space Mace										2018.0	10th Oct 18	http://www.vgchartz.com/game/222936/joggernauts/?region=All	1		/games/boxart/default.jpg
53996	Jon Shafer's At the Gates	jon-shafers-at-the-gates	Strategy		PC	Conifer Games	Conifer Games										2019.0	24th Mar 19	http://www.vgchartz.com/game/224085/jon-shafers-at-the-gates/?region=All	1		/games/boxart/full_629552AmericaFrontccc.jpg
54009	Journey To the Savage Planet	journey-to-the-savage-planet	Adventure		PC	505 Games	Typhoon Studios										2020.0	11th Apr 19	http://www.vgchartz.com/game/223121/journey-to-the-savage-planet/?region=All	1		/games/boxart/full_3613116AmericaFrontccc.jpg
54012	Jump Force	jump-force	Fighting		PC	Bandai Namco Entertainment	Spike Chunsoft										2019.0	11th Jun 18	http://www.vgchartz.com/game/222136/jump-force/?region=All	1		/games/boxart/full_9452709AmericaFrontccc.jpg
54013	Just Cause 4	just-cause-4	Action-Adventure	M	PC	Square Enix	Avalanche Studios										2018.0	19th Dec 18	http://www.vgchartz.com/game/222140/just-cause-4/?region=All	1		/games/boxart/full_9950120AmericaFrontccc.jpg
54025	Katamari Damacy Reroll	katamari-damacy-reroll	Action		PC	Bandai Namco Entertainment	Bandai Namco Games										2018.0	30th Sep 18	http://www.vgchartz.com/game/222915/katamari-damacy-reroll/?region=All	1		/games/boxart/full_8603670AmericaFrontccc.jpg
54039	Kill la Kill: IF	kill-la-kill-if	Fighting	RP	PC	Arc System Works	Arc System Works										2019.0	06th Apr 19	http://www.vgchartz.com/game/223923/kill-la-kill-if/?region=All	1		/games/boxart/full_6408331AmericaFrontccc.png
54046	King's Quest	kings-quest	Adventure	E10	PC	Sierra Entertainment	The Odd Gentlemen										2015.0	18th Dec 18	http://www.vgchartz.com/game/223209/kings-quest/?region=All	1		/games/boxart/full_9109746AmericaFrontccc.jpg
54048	Kingdom Rush Origins	kingdom-rush-origins	Strategy		PC	Ironhide Game Studio	Ironhide Game Studio										2018.0	06th Apr 19	http://www.vgchartz.com/game/224305/kingdom-rush-origins/?region=All	1		/games/boxart/full_245919AmericaFrontccc.jpg
54067	Kodu Game Lab	kodu-game-lab	Misc		PC	Microsoft Studios	Microsoft Research										2013.0	23rd Mar 19	http://www.vgchartz.com/game/224035/kodu-game-lab/?region=All	1		/games/boxart/full_2865610AmericaFrontccc.png
54076	Kotodama: The 7 Mysteries of Fujisawa	kotodama-the-7-mysteries-of-fujisawa	Visual Novel		PC	PQube	Art Co. Ltd.										2019.0	03rd Apr 19	http://www.vgchartz.com/game/224595/kotodama-the-7-mysteries-of-fujisawa/?region=All	1		/games/boxart/full_6399440AmericaFrontccc.jpg
54079	Krosmaster Arena	krosmaster-arena	Strategy		PC	Ankama Games	Ankama Studio										2015.0	01st Apr 19	http://www.vgchartz.com/game/224206/krosmaster-arena/?region=All	1		/games/boxart/full_1183620AmericaFrontccc.jpg
54083	La Corda d'Oro: Octave	la-corda-doro-octave	Simulation		PC	Koei Tecmo	Ruby Party										2019.0	24th Feb 19	http://www.vgchartz.com/game/223629/la-corda-doro-octave/?region=All	1		/games/boxart/default.jpg
54104	Left Alive	left-alive	Shooter	M	PC	Square Enix	Square Enix										2019.0	21st Mar 19	http://www.vgchartz.com/game/220587/left-alive/?region=All	1		/games/boxart/full_9829450AmericaFrontccc.jpg
54110	LEGO The Incredibles	lego-the-incredibles	Action	E10	PC	Warner Bros. Interactive Entertainment	Traveller's Tales										2018.0	06th Nov 18	http://www.vgchartz.com/game/221759/lego-the-incredibles/?region=All	1		/games/boxart/full_5003361AmericaFrontccc.jpg
54112	Legrand Legacy: Tale of the Fatebounds	legrand-legacy-tale-of-the-fatebounds	Role-Playing		PC	Another Indie	Semisoft										2018.0	02nd Jan 19	http://www.vgchartz.com/game/223276/legrand-legacy-tale-of-the-fatebounds/?region=All	1		/games/boxart/full_8687216AmericaFrontccc.jpg
54123	Life is Strange 2	life-is-strange-2	Adventure	M	PC	Square Enix	Dotnod Entertainment										2018.0	24th Mar 19	http://www.vgchartz.com/game/222243/life-is-strange-2/?region=All	1		/games/boxart/full_8577541AmericaFrontccc.jpg
54135	Little King's Story	little-kings-story	Adventure		PC	Xseed Games	Marvelous										2016.0	31st Dec 17	http://www.vgchartz.com/game/220210/little-kings-story/?region=All	1		/games/boxart/default.jpg
54141	LocoCycle	lococycle	Action		PC	Microsoft Studios	Twisted Pixel Games										2014.0	09th Aug 18	http://www.vgchartz.com/game/222560/lococycle/?region=All	1		/games/boxart/full_6996166AmericaFrontccc.jpg
54145	Lost Lands: A Hidden Object Adventure	lost-lands-a-hidden-object-adventure	Adventure		PC	FIVE-BN GAMES	FIVE-BN GAMES										2015.0	06th Apr 19	http://www.vgchartz.com/game/224281/lost-lands-a-hidden-object-adventure/?region=All	1		/games/boxart/full_5451092AmericaFrontccc.jpg
54146	Lost Lands: Dark Overlord	lost-lands-dark-overlord	Adventure		PC	FIVE-BN GAMES	FIVE-BN GAMES										2015.0	06th Apr 19	http://www.vgchartz.com/game/224280/lost-lands-dark-overlord/?region=All	1		/games/boxart/full_6389514AmericaFrontccc.jpg
54147	Lost Lands: Ice Spell	lost-lands-ice-spell	Adventure		PC	FIVE-BN GAMES	FIVE-BN GAMES										2018.0	06th Apr 19	http://www.vgchartz.com/game/224277/lost-lands-ice-spell/?region=All	1		/games/boxart/full_9754508AmericaFrontccc.jpg
54148	Lost Lands: Mahjong	lost-lands-mahjong	Adventure		PC	FIVE-BN GAMES	FIVE-BN GAMES										2016.0	06th Apr 19	http://www.vgchartz.com/game/224275/lost-lands-mahjong/?region=All	1		/games/boxart/full_380258AmericaFrontccc.jpg
54149	Lost Lands: Mistakes of the Past	lost-lands-mistakes-of-the-past	Adventure		PC	FIVE-BN GAMES	FIVE-BN GAMES										2018.0	06th Apr 19	http://www.vgchartz.com/game/224276/lost-lands-mistakes-of-the-past/?region=All	1		/games/boxart/full_1510311AmericaFrontccc.jpg
54150	Lost Lands: The Four Horsemen	lost-lands-the-four-horsemen	Adventure		PC	FIVE-BN GAMES	FIVE-BN GAMES										2015.0	06th Apr 19	http://www.vgchartz.com/game/224274/lost-lands-the-four-horsemen/?region=All	1		/games/boxart/full_6167891AmericaFrontccc.jpg
54151	Lost Lands: The Golden Curse	lost-lands-the-golden-curse	Adventure		PC	FIVE-BN GAMES	FIVE-BN GAMES										2016.0	06th Apr 19	http://www.vgchartz.com/game/224278/lost-lands-the-golden-curse/?region=All	1		/games/boxart/full_5415339AmericaFrontccc.jpg
54152	Lost Lands: The Wanderer	lost-lands-the-wanderer	Adventure		PC	FIVE-BN GAMES	FIVE-BN GAMES										2017.0	06th Apr 19	http://www.vgchartz.com/game/224279/lost-lands-the-wanderer/?region=All	1		/games/boxart/full_2025604AmericaFrontccc.jpg
54163	Lumo	lumo	Puzzle	E10	PC	Rising Star Games	Triple Eh?										2016.0	18th Mar 19	http://www.vgchartz.com/game/220603/lumo/?region=All	1		/games/boxart/full_6179097AmericaFrontccc.jpg
54188	Marooners	marooners	Misc	E	PC	M2H	M2H										2016.0	19th Mar 18	http://www.vgchartz.com/game/221392/marooners/?region=All	1		/games/boxart/full_337651AmericaFrontccc.jpg
54203	MegaTagmension Blanc + Neptune VS Zombies	megatagmension-blanc-neptune-vs-zombies	Action	T	PC	Idea Factory International	Compile Heart										2016.0	03rd Jul 18	http://www.vgchartz.com/game/220261/megatagmension-blanc-neptune-vs-zombies/?region=All	1		/games/boxart/full_2240999AmericaFrontccc.jpg
54213	Meow Motors	meow-motors	Racing		PC	ArtVostok	ArtVostok			7.0							2018.0	12th Jun 18	http://www.vgchartz.com/game/222157/meow-motors/?region=All	1		/games/boxart/full_4028922AmericaFrontccc.jpg
54218	Metal Gear Survive	metal-gear-survive	Action	M	PC	Konami Digital Entertainment	Konami Digital Entertainment										2018.0	25th Feb 18	http://www.vgchartz.com/game/213652/metal-gear-survive/?region=All	1		/games/boxart/full_1362876AmericaFrontccc.jpg
54235	Millie	millie	Puzzle		PC	Forever Entertainment S.A.	Forever Entertainment S.A.										2014.0	06th Apr 19	http://www.vgchartz.com/game/224301/millie/?region=All	1		/games/boxart/full_4279470AmericaFrontccc.jpg
54239	Mini Ghost	mini-ghost	Misc		PC	@unepic_fran	@unepic_fran										2017.0	11th Jan 18	http://www.vgchartz.com/game/220628/mini-ghost/?region=All	1		/games/boxart/default.jpg
54250	Momodora II	momodora-ii	Platform		PC	rdein	Bombservice										2011.0	05th Jan 18	http://www.vgchartz.com/game/220357/momodora-ii/?region=All	1		/games/boxart/full_8217756AmericaFrontccc.png
54267	Monstrum	monstrum	Action-Adventure		PC	Team Junkfish	Team Junkfish										2015.0	17th Aug 18	http://www.vgchartz.com/game/222656/monstrum/?region=All	1		/games/boxart/full_5397777AmericaFrontccc.jpg
54269	Moonlighter	moonlighter	Role-Playing		PC	11 bit studios	Digital Sun										2018.0	03rd Jun 18	http://www.vgchartz.com/game/222032/moonlighter/?region=All	1		/games/boxart/full_5984282AmericaFrontccc.jpg
54280	Mortal Kombat 11	mortal-kombat-11	Fighting	M	PC	Warner Bros. Interactive Entertainment	NetherRealm Studios										2019.0	31st Mar 19	http://www.vgchartz.com/game/223147/mortal-kombat-11/?region=All	1		/games/boxart/full_9068473AmericaFrontccc.png
